Temperature,G6,G7,G8,G9,G10,G11,G12,G13,G14,H6,H7,H8,H9,H10,H11,H12,H13,H14,I6,I7,I8,I9,I10,I11,I12,I13,I14,J6,J7,J8,J9,J10,J11,J12,J13,J14
89.2,2740.644137,2723.879303,2718.298603,2723.755531,2723.597177,2730.413926,2768.156538,2722.18867,2816.609691,2714.014838,2706.44913,2709.166717,2709.298706,2713.423685,2724.387906,2741.158396,2737.407732,2782.258505,2741.765056,2719.536896,2735.7495,2732.613859,2715.405988,2730.071696,2752.948112,2751.09603,2764.599116,2715.17912,2689.803632,2729.429718,2708.868561,2731.737761,2705.949208,2742.837104,2730.854518,2757.614675
89.4,2740.301834,2723.341032,2717.760651,2723.226834,2723.29972,2729.879531,2767.828787,2722.029228,2815.988053,2713.627183,2706.009624,2709.024608,2708.818581,2712.801624,2723.864772,2740.759205,2737.105543,2781.692326,2741.32353,2719.062609,2735.136791,2732.432571,2714.957903,2729.888438,2752.927839,2750.725305,2764.319207,2714.985679,2689.687313,2729.24205,2708.495712,2731.440528,2705.833165,2742.531053,2730.721601,2757.232342
89.6,2740.079177,2722.731336,2717.046777,2722.607115,2723.143317,2729.310942,2767.449572,2721.765277,2815.260369,2713.185042,2705.406045,2708.84668,2708.299194,2712.288153,2723.574424,2740.261141,2736.815366,2781.312304,2740.711291,2718.711093,2734.551396,2732.097184,2714.645616,2729.556766,2752.960717,2750.473875,2764.000677,2714.906054,2689.47811,2729.024247,2708.182525,2731.236892,2705.557499,2741.963559,2730.726858,2756.882621
89.8,2739.726729,2722.16707,2716.370722,2721.879641,2722.801445,2728.507784,2767.012794,2721.497633,2814.566824,2713.036108,2704.947328,2708.514234,2707.716621,2711.742886,2723.038458,2739.71384,2736.470449,2780.920879,2740.303476,2718.399911,2733.81529,2731.60825,2714.273835,2729.166923,2752.977875,2750.006,2763.40542,2714.74944,2689.137687,2728.559373,2707.89584,2730.916363,2705.381562,2741.463664,2730.568846,2756.334038
90,2739.333049,2721.541623,2715.80404,2721.342844,2722.315357,2727.991976,2766.49549,2721.184095,2813.950278,2712.809509,2704.725654,2708.017303,2707.02377,2711.163219,2722.616419,2739.098807,2736.093203,2780.499571,2740.087425,2717.922917,2732.970982,2730.98662,2714.017482,2728.947148,2752.762412,2749.702965,2762.75574,2714.472571,2688.856183,2727.847347,2707.590873,2730.661571,2705.004622,2740.954565,2730.318162,2755.896671
90.2,2738.788761,2720.983983,2715.377818,2720.715079,2721.868948,2727.339161,2766.001913,2720.810897,2813.384912,2712.635174,2704.191996,2707.357768,2706.50472,2710.725227,2722.215852,2738.209013,2735.602515,2779.893356,2739.956803,2717.579867,2732.109785,2730.289646,2713.457428,2728.432318,2752.400985,2749.488685,2762.112018,2714.109995,2688.435183,2727.163973,2707.341558,2730.471514,2704.364092,2740.547091,2729.782144,2755.202627
90.4,2738.543167,2720.637464,2715.039433,2720.380188,2721.440104,2726.883081,2765.404592,2720.691592,2812.887827,2712.43266,2703.693076,2706.586518,2706.026133,2710.427483,2721.922012,2737.244213,2734.948431,2779.39056,2739.819026,2717.291051,2731.468915,2729.823519,2712.965176,2728.038146,2751.777059,2749.250148,2761.397021,2713.856322,2687.921845,2726.49324,2707.051278,2730.174429,2703.892073,2740.033215,2729.375212,2754.764105
90.6,2738.195353,2720.147861,2714.880169,2720.064882,2720.991386,2726.594502,2764.699101,2720.620845,2812.411896,2712.111929,2703.46774,2705.888069,2705.667754,2710.177841,2721.476702,2736.473394,2734.312019,2778.749987,2739.635954,2716.839632,2730.775054,2729.510679,2712.264211,2727.814705,2750.813718,2748.93538,2760.571074,2713.551301,2687.339117,2725.75359,2706.683045,2729.734485,2703.547925,2739.587332,2728.967192,2754.231384
90.8,2737.78279,2719.654501,2714.715215,2719.729004,2720.630962,2726.434509,2764.056728,2720.528154,2811.938587,2711.407964,2703.078332,2705.269171,2705.373036,2709.898806,2721.162567,2735.652306,2733.615767,2778.212309,2739.228488,2716.289002,2730.199654,2729.149602,2711.582404,2727.51521,2749.719943,2748.719822,2759.985888,2713.110898,2686.760534,2725.206208,2706.161512,2729.421728,2703.110733,2738.898299,2728.663485,2753.712055
91,2737.415623,2719.182677,2714.363331,2719.278006,2720.214273,2726.147669,2763.430051,2720.518942,2811.404873,2710.884655,2702.429336,2704.638806,2705.191193,2709.763079,2720.690711,2734.936312,2732.909242,2777.669264,2738.762273,2715.804266,2729.452759,2728.711015,2710.783475,2727.175518,2748.755319,2748.27736,2759.212083,2712.801672,2686.227773,2724.8773,2705.713219,2728.98993,2702.907014,2738.299984,2728.313193,2753.002267
91.2,2737.160289,2718.692539,2713.829542,2718.888859,2719.797348,2726.070817,2762.788161,2720.544613,2810.745576,2710.287156,2701.82725,2704.065215,2705.058617,2709.630651,2720.067858,2734.348718,2732.290067,2777.203256,2738.301186,2715.248818,2728.64214,2728.397922,2710.390174,2727.113381,2747.916349,2747.823461,2758.416171,2712.542899,2685.582472,2724.328414,2705.238362,2728.444519,2702.694716,2737.6189,2727.99747,2752.283267
91.4,2736.51962,2718.067837,2713.363491,2718.504751,2719.330204,2725.890322,2762.215559,2720.295033,2810.021013,2709.857758,2701.301004,2703.564055,2705.005448,2709.46226,2719.399208,2734.007011,2731.823394,2776.534616,2737.747525,2714.841662,2727.910251,2727.721161,2709.943068,2726.94026,2747.237244,2747.342552,2757.787462,2712.255325,2684.994675,2724.013069,2704.9364,2728.058918,2702.579094,2736.940513,2727.701207,2751.52323
91.6,2735.922121,2717.718975,2712.81726,2718.144606,2718.801327,2725.535614,2761.72438,2719.958101,2809.436935,2709.362589,2700.535342,2703.079502,2704.797632,2709.15674,2718.708745,2733.48729,2731.271571,2776.049087,2737.201225,2714.363783,2727.269565,2727.062621,2709.663927,2726.651354,2746.754819,2746.851027,2757.510925,2711.902074,2684.527769,2723.76897,2704.73442,2727.716792,2702.512715,2736.340411,2727.261427,2750.901092
91.8,2735.445395,2717.510485,2712.280775,2717.761202,2718.259178,2725.130258,2761.178158,2719.622165,2808.856935,2709.067879,2700.057727,2702.672447,2704.655789,2708.869957,2718.173024,2733.025028,2730.718367,2775.504761,2736.729024,2714.141694,2726.59173,2726.438544,2709.517145,2726.511593,2746.494323,2746.262487,2757.125092,2711.773654,2684.028773,2723.482275,2704.689442,2727.232101,2702.506987,2735.938928,2726.944923,2750.382804
92,2734.980669,2717.312443,2711.83966,2717.385879,2717.863919,2724.750949,2760.694947,2719.09543,2808.295456,2708.587189,2699.742972,2702.440579,2704.569795,2708.553653,2717.636853,2732.506807,2730.257529,2774.886119,2736.216989,2713.930538,2726.203092,2725.957562,2709.501113,2726.362256,2746.241256,2745.868891,2756.898957,2711.639075,2683.275821,2723.164364,2704.545162,2726.944922,2702.325614,2735.38836,2726.693076,2750.081288
92.2,2734.513461,2717.06769,2711.588624,2717.190339,2717.423514,2724.036363,2760.344041,2718.54453,2807.738676,2708.004811,2699.591625,2702.388946,2704.392651,2708.201479,2717.158975,2731.88245,2729.735519,2774.303386,2735.658693,2713.714254,2725.864785,2725.280752,2709.416718,2725.956355,2745.997169,2745.313562,2756.663363,2711.488829,2682.713923,2722.9598,2704.529278,2726.579382,2702.252913,2734.967089,2726.42717,2749.843307
92.4,2734.469758,2716.840232,2711.19753,2716.783451,2717.016169,2723.211499,2760.111467,2718.062536,2807.112946,2707.289119,2699.345281,2702.282777,2704.029058,2707.755276,2716.707782,2730.958582,2729.084304,2773.754078,2735.121911,2713.262805,2725.408263,2724.968879,2709.408528,2725.631891,2745.740183,2744.829844,2756.247454,2711.180144,2682.103927,2722.543099,2704.441139,2726.119521,2702.013586,2734.492118,2726.091355,2749.571374
92.6,2734.423977,2716.532963,2710.765755,2716.383033,2716.605885,2722.339275,2759.814831,2717.646575,2806.290643,2706.899706,2699.17745,2702.020378,2703.769472,2707.441135,2716.352653,2729.996661,2728.624178,2773.106323,2734.56601,2712.836691,2725.029811,2724.521687,2709.467724,2725.407995,2745.580876,2744.379334,2755.555607,2711.010107,2681.603628,2722.083533,2704.189515,2725.787043,2701.687141,2733.904018,2725.912942,2749.141755
92.8,2734.380339,2715.971971,2710.128409,2716.074649,2716.266136,2721.461088,2759.327077,2717.196079,2805.567925,2706.500293,2698.688206,2701.709229,2703.385179,2707.097524,2715.767047,2728.865943,2728.222364,2772.265086,2733.982061,2712.244163,2724.535326,2724.079435,2709.348552,2724.975653,2745.083861,2743.901287,2754.810719,2710.720708,2681.106451,2721.456991,2703.87836,2725.606398,2701.266397,2733.353786,2725.593504,2748.699515
93,2734.265626,2715.318837,2709.497939,2715.767171,2715.760518,2720.630394,2758.641711,2716.881375,2804.777466,2706.213127,2698.165575,2701.169865,2702.824075,2706.65111,2715.314642,2727.670612,2727.678526,2771.4245,2733.411039,2711.741223,2723.815784,2723.469395,2709.132955,2724.500186,2744.583684,2743.288793,2754.070457,2710.319258,2680.841379,2720.729424,2703.459074,2725.284334,2700.951205,2732.969496,2725.329214,2748.107824
93.2,2734.115027,2714.670726,2708.690345,2714.961243,2715.21185,2720.066551,2757.734732,2716.540404,2804.053338,2706.074413,2697.488116,2700.501263,2702.283738,2706.202565,2715.035442,2726.615907,2727.126582,2770.525312,2732.843371,2711.323705,2723.100936,2722.93976,2708.782182,2724.164775,2743.929771,2743.141451,2753.345701,2709.964271,2680.422569,2720.010161,2702.784427,2725.152738,2700.658557,2732.631676,2725.244463,2747.488746
93.4,2733.567281,2714.038308,2707.984666,2714.269152,2714.744548,2719.684438,2756.683471,2716.157766,2803.664726,2705.927076,2696.921685,2699.916944,2701.870733,2705.878262,2714.861763,2725.686018,2726.768291,2769.663899,2732.248367,2711.029647,2722.395712,2722.081597,2708.393886,2723.786714,2743.387768,2743.03859,2752.688893,2709.800422,2680.114693,2719.299532,2701.993026,2724.946267,2700.437296,2732.393763,2725.136239,2746.913209
93.6,2733.136123,2713.249818,2707.437843,2713.640748,2714.214877,2719.303887,2755.663781,2715.748062,2803.31471,2705.609166,2696.421937,2699.572383,2701.477963,2705.424058,2714.551835,2724.796995,2726.293603,2768.657583,2731.857476,2710.857023,2721.381519,2721.260309,2707.872836,2723.262383,2742.771022,2743.008288,2752.111302,2709.496227,2679.741597,2718.667705,2701.345243,2724.564464,2700.216386,2732.20573,2725.030589,2746.458803
93.8,2732.625956,2712.488884,2707.12852,2712.982371,2713.454895,2718.909199,2755.012935,2715.27305,2802.871974,2705.308427,2696.18231,2699.044647,2701.116827,2704.909446,2714.295285,2724.066921,2725.814645,2767.710621,2731.615943,2710.622083,2720.483007,2720.442138,2707.518524,2722.961806,2742.442229,2743.081713,2751.512749,2709.263661,2679.423556,2718.246454,2700.639895,2724.091562,2700.091028,2732.009037,2725.054214,2745.756134
94,2732.169823,2711.752747,2706.828068,2712.399704,2712.850381,2718.2484,2754.496656,2714.688028,2802.519732,2704.962551,2696.056169,2698.738378,2700.894318,2704.4449,2714.097629,2723.421815,2725.428163,2766.764111,2731.356042,2710.249295,2719.668287,2719.690154,2707.107202,2722.600859,2742.048539,2743.193078,2750.894813,2709.052606,2679.053794,2717.868797,2700.201614,2723.587007,2699.835413,2731.675916,2724.888917,2745.113672
94.2,2731.646094,2711.046307,2706.739401,2712.232029,2712.30636,2717.503176,2754.038437,2714.114413,2802.176393,2704.754411,2695.929727,2698.311511,2700.675475,2703.954134,2713.730951,2722.690893,2724.950829,2765.753617,2731.029592,2709.772309,2718.90641,2718.785871,2706.682992,2722.128756,2741.687399,2742.84009,2750.263141,2708.723616,2678.930867,2717.432916,2700.027248,2722.983452,2699.411997,2731.156367,2724.488611,2744.406837
94.4,2731.293126,2710.203021,2706.522624,2711.98441,2711.690472,2716.603866,2753.551657,2713.373704,2801.546108,2704.504726,2695.653317,2697.781604,2700.412154,2703.460953,2713.384615,2722.036478,2724.213505,2764.752122,2730.655899,2709.301195,2718.162743,2717.993325,2706.126602,2721.568819,2741.066973,2742.389342,2749.644635,2708.290009,2678.592302,2716.914247,2700.057489,2722.395456,2698.757319,2730.55919,2723.814912,2743.540664
94.6,2730.64843,2709.441205,2706.614326,2711.432816,2711.135877,2715.727224,2753.081909,2712.633489,2800.780558,2704.582776,2694.848823,2697.083585,2700.255819,2703.100151,2713.140848,2721.272809,2723.477719,2764.06564,2730.029912,2708.798569,2717.982316,2716.875688,2705.341054,2720.77017,2740.225177,2741.976629,2749.03247,2707.927632,2678.270499,2716.313531,2700.431276,2722.047352,2698.096338,2729.918031,2723.086507,2742.546793
94.8,2730.028884,2708.725046,2706.597788,2711.024569,2710.742731,2714.845696,2752.358381,2711.899898,2800.082363,2704.663901,2694.017102,2696.414397,2700.063161,2702.790301,2712.92272,2720.512443,2722.576475,2763.32582,2729.222569,2708.335343,2717.734667,2715.705722,2704.440053,2719.88596,2739.253161,2741.315347,2748.480833,2707.451663,2678.005925,2715.559304,2700.895293,2721.634309,2697.226147,2729.143213,2722.068736,2741.640791
95,2729.039536,2707.937167,2707.427005,2709.701227,2710.197388,2714.032963,2751.721792,2711.209788,2798.843386,2705.318544,2691.900856,2695.734766,2700.201491,2702.685537,2712.685114,2719.427503,2721.823317,2763.241199,2728.285601,2708.064765,2718.356641,2713.936141,2702.993062,2718.338869,2737.855263,2741.257839,2748.001644,2707.146043,2677.574749,2714.809141,2702.037166,2721.759721,2696.593476,2728.460551,2721.395192,2740.614141
